name,institution,delete
Inge Nuijten,"Rotterdam School of Management, Erasmus UniversityErasmus University RotterdamRotterdamThe Netherlands",
Renata Ivanek,"Department of Veterinary Integrative Biosciences, College of Veterinary Medicine and Biomedical Sciences, Texas 6 A&M University, College Station, TX 77843",
Yang Yongli,Zhengzhou University,
R Pietrowsky,PsycARTICLES,
Manjunatha Hiremath,Gulbarga University,x
Gert G. Wagner,Max-Planck-Institute for Human Development Berlin,
Merrill Warkentin,Mississippi State University,x
Gul Showkeen Bilal Ahmad,Aligarh Muslim University,
Stefan Friedhoff,Bielefeld University,
Song Lin Ng,Universiti Tunku Abdul Rahman,
Michael Fischer,"Division of Pharmacoepidemiology and Pharmacoeconomics, Brigham & Women’s Hospital, Harvard Medical School",
Klarita Gërxhani,University of Amsterdam,x
Judith Hahn,"Department of Medicine, San Francisco General Hospital, University of California San Francisco, San Francisco, CA, USA",
Isabelle Touitou,"Maladies Auto-inflammatoires, Laboratoire de Génétique, Hôpital A de Villeneuve, CHRU Montpellier, Montpellier, France",
Akanksha Chandrakar,"Rungta College of Science & Technology, Durg, Chhattisgarh, India.",
Michael A. Fischer,Division of Pharmacoepidemiology and Pharmacoeconomics,x
Michael A. Fischer,"Harvard Medical School, Division of Pharmacoepidemiology and Pharmacoeconomics",
Prof Anthony Costello,"Institute for Global Health, University College London, London, UK",
Betty S. Lai,"Georgia State University, Atlanta, GA, USA",
Felipe Validez,Pontificia Universidad Javeriana,
Joseph M. Szewczak,Humboldt State University,
Marie-Odile Krebs,"Université Paris Descartes, Faculté de Médecine Paris Descartes, Centre Hospitalier Sainte-Anne, Paris, France",
Geoffrey M. Reed,Columbia University,
Neda Todorova,"Griffith Business School, Griffith University, Nathan campus, 170 Kessels Road, Nathan QLD 4111, Australia",
María Palomar,Universidad de Guadalajara,
Peter Graeff,"Faculty of Humanities, Bundeswehr University Munich, Munich, Germany",
José María Sarabia,University of Cantabria,
Dinska Van Gucht,University of Leuvan Belgium,
Bryan McNair,University of Colorado at Denver,
Felicia Trachtenberg,"Massachusetts General Hospital, Harvard Medical School",
Jurgen Magraf,Royal College of Physicians,
Geoffrey Reed,"World Health Organization, Switzerland",
Kate Curtis,University of Southampton,
Muhammad Radzi Abu Hassan,"Department of Internal Medicine, Sultanah Bahiyah Hospital",
Catherine Tucker,MIT Sloan,
Tracey Meares,Yale University,
Rebecca E. Lee,University of Houston;Arizona State University,
Beverley Taylor,Federation University,
Martin Voracek,Georg August University of Göttingen,
Tracey L. Meares,Yale University,
Larry An,"University of Michigan, Center for Health Communications Research, Ann Arbor, MI, United States",
Teppei Yamamoto,"Massachusetts Institute of Technology,",x
Fumikazu TAMARI,"Department of Mathematics, Fukuwoka University of Education",
G. S. Anandha,"St. Joseph’s College of Engineering, Chennai, India",
Michael Fischer,Division of Pharmacoepidemiology and Pharmacoeconomics,x
JOOP SCHIPPERS,"Cambridge University, Utrecht University School of Economics",
Mikel Galar,"Universidad Pública de Navarra,Spain",
Claudia Nerdel2,"TUM School of Education, Fachdidaktik Life SciencesTU MünchenMunichGermany",
Barbara Starfield,Johns Hopkins University,
Christian Müller,Charité – Universitätsmedizin Berlin,
Diane Monrad,"University of South Carolina, USA",
Claudia Nerdel,TUM School of Education,
Laird A. Burns,University of Alabama in Huntsville,
Anastasios Barkatsas,"Monash University, Australia",
Paul Slater,"School of Nursing Faculty Of Life & Health Sciences, Ulster University",
Olga Matus B,Universidad de Concepción,
Dominique Vandijck,Hasselt University,x
Francisco Herrera,University of Granada,
Jun Nakamura,"Department of Psychiatry, University of Occupational and Environmental Health, Kitakyushu, Japan",
Robert Pavur,University of North Texas,x
"Stockholm University, Faculty of Social Sciences, Department of Social Work. Single",Author,
Sue Hignett,Loughborough University,
Peter Mair,European University Institute,
Daniel Vega,Andalusian Institute of Sexology and Psychology,
Armen R. Deukmedjian,University of South Florida,
Kasia Karpinska,"Utrecht University,The Netherlands.",x
Dominique Vandijck,"Hasselt University, Faculty of Business Economics, Martelarenlaan 42, BE3500 Hasselt, Belgium; Ghent University, Faculty of Medicine and Health Sciences, Ghent, Belgium",
Carsten Sauer,"Collaborative Research Center 882, Bielefeld University, Bielefeld, Germany",
Stephen Klineberg,Rice University,
Marco Di Luca,"Department of Infectious, Parasitic and Immuno-mediated Diseases, Unit of Vector Borne Diseases",
Iryna Lokteva's,Taras Shevchenko National University of Kyiv,
Xiongzhao Zhu,Central South University,
Dr GK Purohit,"PDA College Engineering, Gulbarga",
Thomas Hinz,Universität Konstanz,x
Jacquelyn J. Benson,University of Missouri,
Sofia Barbato,"Fundacion CLinica Valle de Lili , Cali, Colombia",
Robert Pavur,"Information Technology and Decision Sciences Department, College of Business, University of North Texas, Denton, Texas.",
Belén Ramos,Universidad de Barcelona,x
Elaine Hay,Keele University,
M Hengartner,University Hospital of Psychiatry,
Ivan Šklebar,Medical University of Plovdiv,
Alejandro Gonzaleze,Universidad de Las Palmas de Gran Canaria,
Marilyn S Townsend,University of California,
Gabor Simonovits,Central European University,
Philip Pretorius,North-West University,
Philip Pretorius,North-West University,
Jadranka Mustajbegović,University of Zagreb,
Philip Troped,University Massachusetts Boston,
Teofila Go,Hamad General Hospital,
Meagan O’Malley,Southern Oregon University,
William Dale,University of Chicago,
P. Valet,Universität Bielefeld,
Daniel R. van Langenberg,Monash University,
Jeffrey Katz,Brigham & Women's Hospital and Harvard University,
Pramod Deore,"Department of Electronics and Telecommunication, R.C.Patel Institute of Technology,Shirpur,Dist.Dhule.Maharashtra,India",
Lu Jin,Zhejiang UniversityHangzhouChina,
Vivien Coates,School of Nursing,
Meghan H McDonough,The University of Calgary | HBI · Faculty of Kinesiology,
Pramod Deore,R.C.Patel Institute of Technology,x
Ximena Uribe-Zarain Willett Kempton,"UNIVERSITY OF DELAWARE, NEWARK",
Ioannis Tsaousis,University of Crete,
Ingrid Becker,Friedrich-Alexander Universität Erlangen-Nürnberg,
T. Sun,VII International Postharvest Symposium,
Shuichi Awata,Tokyo Metropolitan Institute of Gerontology.,
Michael J. Furlong,Distinguished Professor Emeritus and Research Professor University of California Santa Barbara,
James Sheppard,"University of Florida, Department of Psychology",
Katrin Auspurg,"Goethe University, Frankfurt, Ludwig-Maximilians-University of Munich, Goethe-Universität Frankfurt",
Gladys McPherson,"University of Aberdeen, Scotland",
Carolynn Baer,Northern Virginia Training Center,
Geert Loosveldt,"Katholieke Universiteit Leuven, Center for Sociological Research, Parkstraat 45 – bus 3601, 3000 Leuven, Belgium",
Sohail Zafar,Lahore School of Economics,x
Joop Schippers,Utrecht University,x
Anne Hway,University Malaya,
Sherry Baron,National Institute for Occupational Safety and Health,
Luís Freitas,Universidade de São Paulo,
Monica Cardella,American Society for Engineering Education,
Salman Afshar,"Institute of Scientific-Applied Higher Education of Jihad-e-Agriculture, Agricultural Research, Education and Extention Organization, Tehran, Iran",
Arif S. Malik,SAINT LOUIS UNIVERSITY,x
Salman Afshar,Institute of Scientific-Applied Higher Education of Jihad-e-Agriculture,x
Yi-yuan Tang,"Department of Psychology, Texas Tech University, TX 79409, USA",
Sohail Zafar,"Department of Business, Lahore School of Economics, Lahore, PAKISTAN",
Celia Pérez-García,Instituto Mexicano del Seguro Social,
Don Stemen,Loyola University Chicago,
Hemma Zmugg,University of Vienna,
James Aitken,University of Surrey,
Don Stemen,Loyola University Chicago,x
Gina M. Grimshawb,Victoria University of Wellington,
Victor Zamaraev,National Research University,x
Donna West-Strum,The University of Mississippi,
Emiliano Lasagna,Università di Perugia,
PATRICK STURGIS,University of Southampton,
Gabrielle Carlson,State University of New York,
Victor Zamaraev,The National Research University – Higher School of Economics' Academic Fund Program,
Manoj Kumar,"CSE, Amity University Noida, Uttar Pradesh, India",
Margareta Larsson,"Uppsala University , Uppsala,  Sweden",
John Spillan,University of North Carolina at Pembroke,
Timothy Takahashi,Arizona State University,
Martin Orrell,"Mental Health Sciences Unit, University College London",
Paul Benjamin Lowry,"Virginia Polytechnic Institute & State University, University of Hong Kong",
Esther MOLINA,Centro de Investigación en Criminología. Universidad de Castilla-La Mancha Esther.Fdez@uclm.es,
Gabrielle Carlson,State University of New York–Stony Brook,x
Robert Weech-Maldonado,"Department of Health Services Administration, University of Alabama at Birmingham",
Luís Trabasso,Aeronautics Institute of Technology,
Roland Werner,"Institut für Agrarwissenschaften, ETH Zürich, LFW C48.1, Zürich, Switzerland",
K M Moeed,"Mechanical Engineering Department, Integral University, India",
Jacques Juhel,Université Rennes 2,
Kyle Bradley,Indiana University,
Ivar Kristiansen,"Department of Health Management and Health Economics, Institute of Health and Society, University of Oslo, P. box 1089 Blindern, N-0318, Oslo, Norway",
Nathan Kuppermann,"Department of Pediatrics, University of California Davis",
Kari Leino,"Department of Anesthesia, Intensive Care Medicine, Emergency Medicine and Pain Medicine, Turku University Hospital, Turku, Finland",
Abhishek Ghosh,KM Shah Dental College,
Arif S. Malik,Saint Louis University,
Nathan Kuppermann,University of California,x
Arif Malik,"Parks College of Engineering, Aviation and Technology, Saint Louis University",
Shahe Kazarian,American University of BeirutBeiru,
Ellen Childs,University of Notre Dame,
Pekka Räsänen,"Department of Social Research, University of Turku,",
Andrea Hense,Bielefeld University,
Golam M. Newaz,Cambridge University,
Pedro Gamito,"Universidade Lusofona de Humanidades e Tecnologia, Portugal",
Ricardo Uauy,London School of Hygiene & Tropical Medicine,
Emma Mansbridge,"Department of Mechanical & Automobile Engineering, Limerick Institute of Technology, Moylish, Limerick, Ireland",
Ricardo Uauy,London School of Hygiene & Tropical Medicine,x
Jérôme Defrance,"Université Paris Est, CSTB (Centre Scientifique et Technique du Bâtiment), 24 Avenue Joseph Fourier, Saint Martin d’Hères, France",
Víctor E. Olivares Faúndez,Psicólogo y Doctor en Psicología Social y de las Organizaciones. Profesor de la Escuela de Psicología de la Pontificia Universidad Católica de Chile.,
Erik Canisius,Zuyd University,
Michael Donnelly,Queen’s University Belfast,
Jeffrey Lazarus,Copenhagen University,
Víctor Olivares,Pontificia Universidad Católica de Chile,
Amir Sadeghi,University of Isfahan,
John B. McKinlay,"New England Research Institutes, Watertown, Massachusetts",x
Kareem Ajibola W,"Federal Polytechnic, Ede, Osun State, Nigeria",
Heide Glaesmer,University of Leipzig,x
"Philippe BeutelsUniversity of Antwerp, Vaccine & Infectious Disease","Institute, Center for Health Economics Research and Modeling Infectious Diseases, Belgium , PhD,",
Rachel Thompson,"School of Psychology, The University of Queensland, Brisbane, Queensland, Australia",
Wei Zhang,Tsinghua University,
Carsten Sauer,Bielefeld University,x
Joop Schippers,Utrecht University School of Economics,x
Anna Nieboer,"Institute of Health Policy & Management (iBMG), Erasmus University, Rotterdam, The Netherlands",
S. Ghali,Central Metallurgical Research and Development Institute,x
Erik CANISIUS,"Research Centre of Employability, Zuyd University of Applied Sciences, Heerlen-Maastricht-Sittard,  The Netherlands",x
Thomas H Ollendick,Virginia Polytechnic Institute and State  University,
Serge Brand,"Psychiatric Hospital of the University of Basel, Basel, Switzerland",
Sriparna Datta,UNIVERSITY OF CALCUTTA,
Adré Boshoff,"IIDepartment of Industrial Psychology, University of the Western Cape, South Africa",
Martins Gonçalves,Universidade de Lisboa,
Serge Brand,University of Basel,x
Pierre Schoeffler,Univ-Clermont 1,
Adré Boshoff,University of the Western Cape,x
Thorhallur Gudlaugsson,University of Iceland,
David Urchaga,Universidad Pontificia de Salamanca,
Ulrike Korn,Institute for Landscape,
Lindsay E Kip,University of Kentucky,
Jilly Ngwainmbi,Fayetteville State University,
Zhengkui Liu,"Key Laboratory of Mental Health, Institute of Psychology, Chinese Academy of Sciences, Beijing, China",
LINDSAY KIPP,UNIVERSITY OF KENTUCKY,
Petek AŞKAR,Hacettepe University,
Seppo Laaksonen,"University of Helsinki, Finland",
Trent A. Petrie,University of North Texas,
Lalantha Leelarathna,Newcastle University,
Shannan Trecartin,Andrews University,
Serge Brand,"Psychiatric Hospital of the University of Basel, Basel, Switzerland",x
Hawal Shamon,University of Bielefeld,
Susan G. Fisher,Temple University. Lewis Katz School of Medicine,
Peter Valet,University of Bielefeld,x
Edward F. Crawley,Massachusetts Institute of Technology,
Ana Borges,Lusíada University of Oporto,
Trent A. Petrie,University of North Texas,x
James Shaw,American Diabetes Association,x
Jairo Jiménez-Torres,"National University of Costa Rica, Nicoya Headquarters",
Andrew Eisen,"School of Psychology, Fairleigh Dickinson University",
James Shaw,"Institute of Cellular Medicine, Newcastle University, Newcastle, U.K.",
Allan H.K. Yuenb,The University of Hong Kong,
Ravishankar Rajagopalan,The Ohio State University,
Fiona Alice Miller,University of Toronto,
Natascha Nisic,"University of Erlangen-Nuremberg, Germany",
Jan Ilkiw,University of California-Davis,
Craig Van Slyke,Louisiana Tech University,
Timothy Pawlik,"Department of Surgery, School of Medicine",
"Hinz, Thomas",University of Konstanz,
Tjeerd van Staa,University of Manchester,
Mimma Tafà,Sapienza University of Rome,
Yu-You Tsai,Tajen University,
Stefan Liebig,Bielefeld: DFG Research Center,x
Chigozie Ezeonyejiaku.,"Nnamdi Azikiwe University, Awka",
Jacqueline Jones,University of Colorado,
José Viegas,Technical University of Lisbon,
Marc Moss,University of Colorado School of Medicine,
Jan E Ilkiw,"Surgical and Radiological Sciences and Dean’s Office, University of California-Davis, School of Veterinary Medicine, Davis, CA, USA",
Marla Davidson,"Division of Geriatric Psychiatry, Department of Psychiatry, University",
Antonia Jiménez-Iglesias,University of Seville,
Ruth E Langley PhD,"Medical Research Council Clinical Trials Unit, London, UK",
Michelle Ghert,McMaster University,
Cristinel Mortici,"University of Targoviste,Romania",
Geoff Iverson,University of California,
Antonia Jimenez-Iglesias,"Department of Developmental and Educational Psychology, University of Seville",
Nicolas Roussiau,Université de Nantes,
Thomas Hinz,American Psychological Association,x
S. Ghali,Central Metallurgical Research and Development Institute (CMRDI),
Töres Theorell,Stockholm University,
Piippo MD Jouni,Oulu University Hospital,
Teresa Chirkowska-Smolak,Adam Mickiewicz University,x
Stacy Mallicoat,California State University,
Hector Morales,University of La Laguna,
Teresa Chirkowska-Smolak,Adam Mickiewicz University,
Töres Theorell,Stockholm University,x
Patricia Hawley,University of Kansas,x
Milenović Miodrag S.,"University of Belgrade, Belgrade, Serb",
C. Dassa,Université de Montréal,
Anthony Clement,University of Benin,
Michael Furlong,University of California,x
J. L. Carballo,"Miguel Hernández University, Elche, Alicante, Spain",
Barry Schouten,"Department of Methods and Statistics, Faculty for Social and Behavioural Sciences, Utrecht University, Utrecht, The Netherlands",
Soraya Seedat,Stellenbosch University,
Nabil Droubi,"Lebanese University, Saida, Lebanon",x
Y. Khazaal,Geneva University Hospitals,
Belén Ramos,University of Barcelona,x
Michael Mahony,University of Newcastle,
Fran Walsh,Kimberly Clark Corporation,
Markku Hannula,University of Helsink,
Wen Bin Zhang,Peking University,
Kirsten Martin,George Washington University,x
Arif Altun,Hacettepe University,
Kristen MARTIN,George Washington University - Department of Strategic Management & Public Policy,
Ahmed Waqas,Human Development Research Foundation,
Masoud Ghaffarian,Tehran University of Medical Sciences,
Didier Fass,"LORIA - MOSEL,Nancy,France",
Carsten Maple,"University of Bedfordshire, Luton LU1 3JU, UK",
Saloua Benammou,Facult´e des Sciences Economiques et de Gestion,
Scott Reeves,"Kingston university,st george's university of london",
Jessica Villalpando Uribe,Servicios de Salud del Estado de Puebla (Mexico),
Hazreen Abdul Majid,"University of Malaya, Ministry of Health",
Alexandru Voicu,Bucharest Academy of Economic Studies,
Francisco Venegas,Cristóbal Colón University,
Hazreen Abdul Majid,Ministry of Health,x
Andrea Pozza,Università degli Studi di Siena,
Ashley Gonzales Ashley Gonzales,The University of New Mexico,
P R Taylor,Colorado School of Mines,
Ashley Gonzales,The University of New Mexico,
Juhani Ilmarnen,University of Eastern Finland,
Jan Bergdahl,UiT The Arctic University of Norway,
"Saloua Benammou,","Facult´e des Sciences Economiques et de Gestion, Tunisie",
Milka Elena Escalera-Chávez,"Multidisciplinary Unit Middle Zone at Autonomous University of San Luis Potosí, (SLP-México)",
Aigbavboa Clinton,University of Johanesburg,
Nathalie Michels,University Hospital,
A.R. Golparvar,Islamic Azad University,
Peter Cosgrove,Aga Khan University,
Timothy Takahashi,Arizona State University,x
Christopher Kruegel,University of California,
Rebekah Moles,The University of Sydney,
Christopher Ferguson,Texas A&M International University,
Bradley Petrisor,"Division of Orthopaedic Surgery, Department of Surgery (M.B., D.W., and B.P.), and Department of Clinical Epidemiology and Biostatistics (K.F. and S.S.), McMaster University",
Ford A. C.,University of Leeds,
Flávio Peixoto,The Brazilian Institute of Geography and Statistics (IBGE),
B Jann,Routledge/Taylor & Francis Group.,
Francisco Cabello Santamaría,"Andalusian Institute of Sexology and Psychology, Málaga, Spain",
Michael J. Polonsky,DEAKIN University,
Fernanda Scagliusi,University of São Paulo,
Margareta Cederberg,"Malmo University, Malmo Sweden",
Charlotte Hespe,University of Notre Dame Australia,
J Dollman,"Exercise for Health and Human Performance Group, School of Health Sciences, University of South Australia, Adelaide, South Australia, Australia",
P R Taylor,Kroll Institute,x
A G Tertyshnikova,Peoples’ Friendship University of Russia,
Jean-Michel Oppert,Université Paris,
Cristopher J. Ferguson,"Department of Behavioral, Applied Sciences and Criminal Justice , Texas A&M International University , Laredo , Texas , USA",
Nioushah Eghtedari,Islamic Azad University,
Mark A Schuster,RAND Graduate School (now the Pardee RAND Graduate School),
Jean-Louis Bourgain,Institut Gustave-Roussy,
Manjunatha Hiremath,Gulbarga University,
PeterUniBi Valet,Universitätsbibliothek Bielefeld,
Dai Yaohua,Asia Pacific Journal of Clinical Nutrition,
Timothy Olds,University of South Australia,
Oi-man Kwok,Texas A&M University,
Brad Gentner,Gentner Consulting Group,
Jaya Kumar,"Asian Institute of Medicine, Science and Technology (AIMST) University, Bedong 08100, Kedah, Malaysia",
L.M. Gilhooly Mary Cairns Deborah,Brunel University,
Jouko Katajisto,"University of Turku, Finland",
Neha R Soni,New York Medical College-Westchester Medical Center Residency Hospital,
Teresa Hogan,Dublin City University Business School,
Yan Chen,Statistical Institute of Catalonia,
Brad Gentner,Gentner Consulting Group,x
Miranda Laurant,"Radboud University Nijmegen Medical Centre, Scientific Institute for Quality of Healthcare (IQ healthcare), P.O. Box 9101, 114 IQ healthcare, 6500 HB, Nijmegen, The Netherlands",
Brigitte Dooley,University of Kentucky,
Gabriel Rodríguez,Pontificia Universidad Católica del Perú,
Jonathan Cagan,Carnegie Mellon University,
Miranda Lauramt,Radboud University Nijmegen Medical Centre,
Jill Montaquila,Westat,
KIKI M J M H LOMBARTS,University of Amsterdam,
Mohammad A. Farrag,Cairo University,
Joe King,"University of Washington, Seattle, USA",
Teresa González-Moreno,Dublin City University,
Helmut Schumacher,"Medical Data Services, Boehringer Ingelheim GmbH, Ingelheim, Germany",
Mark Schuster,Boston Children's Hospital/Harvard Medical School,
Deborah Cairns,"School of Health Sciences and Social Care, Brunel Institute for Ageing Studies, Brunel University, Uxbridge, UK",
Neha Soni,"SVIT, Vasad, Gujarat, India",
Miranda GH Laurant,Scientific Institute for Quality of Healthcare,
Matt R. Nobles,Sam Houston State University,
Belén Ramos,University of Barcelona,
R. G. Asl,"Departement of Agronomy and Plant Breeding, Tabriz Branch, Islamic Azad University, Tabriz, Iran.",
Yu-Liang Chen,National Taiwan Normal University,
A Rajabizadeh,"Environmental Health Eng. Research Center and Dept. of Environmental Health, Kerman University of Medical Sciences, Kerman, Iran",
Johan Heilbron Johan Heilbron,UNIVERSITY ROTTERDAM,
Wei Hao,Mental Health Institute of Central South University,
Eldon L. Little,"Drake University,Blackburg,USA",
Clarice Garcia Borges DEMÉTRIO,Universidade de São Paulo - USP,
S. Dolbeault,"Institut Curie, Paris, Inserm Paris, Univ Paris-Sud and University Paris Descartes",
Belén Ramos,University of Barcelona,x
Neha R.Soni,"Vasad, Gujarat, India",
Mingjiong Wang,Traditional Chinese Medicine department of Changsha Medical School,
R. Asl,Islamic Azad University,
Geert-Jan Dinant,"Department of Family Medicine, CAPHRI School for Public Health and Primary Care, Maastricht University, Maastricht, Netherlands",
Arif Altun,Hacettepe University,x
Stephen J. Zyzanski,Case Western Reserve University,
Roman Velasco,"Department of Surgery, School of Medicine, Alcala University, Madrid, Spain",
Richard C. Holland,University of East Anglia,
Troy D. Thomas,University of Guyana,
Thi Lip Sam,Universiti Utara Malaysia,
Edmond Boyer,"INRIA – Team Perception Grenoble, France",
D Mant,University of Oxford,
I. Ubarretxena-Belandia,Icahn School of Medicine at Mount Sinai,
Shih-Fong Huang,"Division of Neural RepairNeurological Institute, Taipei Veterans General HospitalTaipeiTaiwan, Republic of China",
Mingjiong Wang M.S.,Changsha Medical School,
Elizabeth A. Segal,Arizona State University,
Melissa Ruth Partin,"University of Minnesota School of Medicine, Minneapolis, MN, USA",
Marie-Odile Krebs,Paris Descartes University,x
Iban Ubarretxena-Belandia,New York Structural Biology Center,
Huang Rong-juan,Hechi University,
Cristian Ruiz,Université Joseph Fourier,
Patrick Odell,The University of Texas at Dallas,
Aaron Berg,"University of Michigan,MI",
Raquel Corbí,Universidad de Alicante,
Björn Andernach,University of Bielefield,
Karan Singh,University of North Texas Health Science Center,
Marie-Odile Krebs,University Paris Descartes,x
Timo Jaakkola,"Department of Sport Sciences, University of Jyväskylä, Finland",
Kurt Heiss,Children's Healthcare of Atlanta,
Matthias Sporrle,Wiley Online Library,
Martin Haenggi,University of Notre Dame,
Muhammad Zafrullah,Idaho State University,
Muhammad Zafrullah,No Affiliation,x
Richard Steinberg,University of Nevada,
Sepide Samadzadegan,Linköping University,x
Niloufar Manafia,University of Tehran,
Carol Connell,University Of Southern Mississippi,
Jody Green,"Rocky Mountain Poison & Drug Center, Denver Health, Denver, USA",
R.B.N. Prasad,"Centre for Lipid Research, Indian Institute of Chemical Technology, Hyderabad",
Bertrand Maillet,"A.A.Advisors‐QCG (ABN AMRO), Variances and Univ. Orléans (LEO/CNRS and LBI)",
James J. Sobol,Buffalo State College,
Abdulkadir Ercan,"Mardin Artuklu University, TURKEY",
Thorhallur Gudlaugsson,University of Iceland,x
Sepide Samadzadegan,"Linköping University, Sweden Institute of Technology",
Patricia Sancho,University San Antonio of Murcia,
Kapil Sayal,University of Nottingham,
TH Nash III,Arizona State University,
Eunjung Lim,Purdue University,
Samayita Sarkar,JIS College of Engineering,
Pablo Castillo,Mayo Clinic College of Medicine,
Maligin Ya V,The N.I. Pirogov Russian national research medical university Minzdrav of Russia,
Janice Deakin,University of Western Ontario,
KATHERINE L.FIELDING,"London School of Hygiene and Tropical Medicine, London, United Kingdom",
Michael Devrese,Max Rubner-Institut,
Scott Smith,Qualtrics,
Pilvikki Heikinaro-Johansson,University of Jyväskylä,
Sheng-Ju Wu,"Chung Cheng Institute of Technology, National Defense University",
J Carballo,Miguel Hernández University,
Tomonori Hasegawa,Toho University School of Medicine,
Chien-Hsiuo Liu,Fu Jen Catholic University,
Janice Deakin,"Department of Kinesiology, University of Western Ontario, London, Ontario, Canada",x
Enkela Maloku,Romanian American University,
Niloufar Manafi,"School of Chemical Engineering, College of Engineering, University of Tehran, Tehran, Iran",
Yang Liu,"Nanjing University, Nanjing 210023, China",
Isabel Castillo,"University of Valencia, Spain",
FARABI S.M.V,"IRANIAN FISHERIES RESEARCH ORGANIZATION (IFRO),MAZANDARAN PROVINCE",
Richard Appleton,Alder Hey Children's NHS Foundation Trust,
Daniel Morán,"U.N.E.D Madrid, Spain",
Sílvia S. Martins,Columbia University Mailman School of Public Health,
Richard Kravitz,University of California,
Evgeny N. Osin,HSE University,
Mojtaba Mansouri,Isfahan University of Medical Sciences,
Andreza Ribeiro,Universidade Nove de Julho (UNINOVE),
Isabel Fernández,University of Valencia,
Jochen Vollmann,Ruhr-Universität Bochum,
Lee Jae Yeon,University of Chicago.,
Zulfiqar Bhutta,Aga Khan University,
Sonia Carneiro,School of Technology and Management of Felgueiras,
Lehana Thabane,"Biostatistics Unit/FSORC, Joseph's Healthcare Hamilton, 3rd Floor Martha, Room H325, St., 50 Charlton Avenue East, Hamilton, ON, L8N 4A6, Canada",
Julio Mateus,"Escuela de Salud Pública, Universidad del Valle Calle, 4B 36-00, San Fernando, Cali, Colombia",
J.C. Chang,University of Pittsburgh,
Jennifer Hartman,"Department of Criminal Justice and Criminology, University of North Carolina at Charlotte, Charlotte, USA",
Petrus Nel,University of the Free State,x
"Stephen D Fisher,",UNIVERSITY OF OXFORD,
Lehana Thabane,McMaster University,x
Paola Cantarelli,"Bocconi University Milan, Italy, Sant'Anna School Institute of Management",
Analisa Flores,"University of California, Riverside, CA",
Paola Cantarelli,Sant'Anna School Institute of Management,x
Sarah E Hetrick,University of Melbourne,
Mária Kopp,Semmelweis University,
Isabelle Pin,Univ Joseph Fourier,
Zulfiqar A Bhutta,"University, Karachi",
D.R. Cox,University of Oxford,
Ehud Bodner,Bar Ilan University,
Laura Ferrari,CATHOLIC UNIVERSITY OF MILANO,
Braden Manns,"Foothills Medical CentreCalgary, Canada",
LI Jin-hua,"School of Life Science in Anhui University,",
Marie De Beer,Durban University of Technology,
Thomas F.,Université Paris Descartes,
Julio Cesar Mateus,Universidad del Valle Calle,
C D'Arcy J Holman,The University of Melbourne,
"Bodner, Ehud",Bar-Ilan University,
Karina Mostert,"School of Human Resource Sciences, North-West University, Potchefstroom Campus, South Africa",
Leopoldo Mondauto,Italia Lavoro S.p.A.;,
N.A. Muller,EAGE,
Alexandru Capatina,University Dunarea de Jos of Galati,
Tina L. Freiburger,University of Wisconsin-Milwaukee,
Bradley Jones,"University of Antwerp, Antwerp, Belgium",
Dana Telem,University Medical Center,
Hassan Hamid,"Federal College of Education Islamabad, Pakistan",
Tina Freiburger,University of Wisconsin-Milwaukee,
Mariam Tadros,Ain Shams University,
Iris Yob,Walden University,
Heidi Keller,Universität Osnabrück,
Dennis Eggett,Brigham Young University - Center for Statistical Consultation and Collaborative Research,
Dana Telem,Stony Brook University Medical Center,x
Giancarlo Liumbruno,National Center for Biotechnology Information,
Brandon K. Applegate,"2University of South Carolina, Columbia, SC, USA",
Christian Prins,Université de Technologie de Troyes,
Glen Schmidt,University of Northern British Columbia,x
Michel Wensing,Radboud university medical center,
Susan Sorenson,"University of Pennsylvania, Philadelphia, PA, USA",
Andrea Cavallaro,"Centre for Intelligent Sensing Queen Mary University of London , London, E1 4NS, United Kingdom",
David Guwattude,"Makerere University, Kampala, Uganda",
A. Tsoho,Waziri Umaru Federal Polytechnic,
Jonathan Rose,University of Nottingham,
Mario G. Ferruzzi,Purdue University,
Kene Henkens,University of Amsterdam,
Catherine Doody,University College Dublin,
Niraj Shah,"C. S. Patel Institute of Engineering & Technology, Charotar University of Science and Technology, Changa, India",
Matthew Hitt,Louisiana State University,
Niraj Shah,Charotar University of Science and Technology,x
Stephanie Pausch,University of Bielefeld,x
David Guwattude,"Pincer Group International, Kampala, Uganda",x
Stefan Liebig,"University of Bielefeld, Faculty of Sociology, Bielefeld: DFG Research Center",
S. G. Deshmukh,Indian Institute of Technology,x
Dennis Eggett,Brigham Young University,x
Mohamed Kadiri,"University Mustapha Stambouli, Mascara. Algeria",
S. G. Deshmukh,Indian Institute of Technology Delhi,
Rachel Davis,"Imperial College London, Department of Surgery and Cancer, London, UK, University of Oxford",
M. B. Garba,"Mechanical Engineering Department, the Polytechnic of Sokoto State",
John Maroco,Higher Institute of Applied Psychology Lisbon,
Rachel Davis,"Imperial College London,",x
Margit Wiesner,"The University of Texas School of Public Health at Houston, Division of Health Promotion and Behavioral Sciences",
Majid Hazreen Abdul,University of Malaya,
João Maroco,"Unidade de Investigação de Psicologia e Saúde. Instituto Superior de Psicologia Aplicada. Lisboa, Portugal",
Mohamed Kadiri,University Mustapha Stambouli,x
Katrin Prinzen,University of Cologne,
David Castle,University of Melbourne,
Karolin Krause,University College London,
Jim Sibthorp,University of Utah,
